datetime,realization,ORO_fnf,SHA_fnf,FOL_fnf,YRS_fnf,MHB_fnf,PAR_fnf,NHG_fnf,NML_fnf,DNP_fnf,EXC_fnf,MIL_fnf,PFT_fnf,KWH_fnf,SUC_fnf,ISB_fnf
10/15/2024,1,3705.237754,17245.50664,426.6654216,1650.772904,90.97047093,39.71945376,39.75879971,623.6852997,0.780254603,112.1774428,177.0502599,1156.940076,7.049857919,41.11280344,721.7958393
10/16/2024,1,3550.852826,18642.69504,287.7511064,1756.238922,90.97047093,39.71945376,39.75879971,799.096846,0.780254603,112.1774428,494.7704113,715.8046157,7.049857919,23.14030697,1076.57664
10/17/2024,1,2445.456878,16202.22355,287.7511064,1517.793931,90.97047093,39.71945376,39.75879971,617.1885998,1277.817357,112.1774428,232.8331222,349.5790749,7.049857919,10.27820086,1113.278278
10/18/2024,1,2081.108523,14572.78495,287.7511064,1925.901673,90.97047093,39.71945376,39.75879971,1006.991892,35.88498266,112.1774428,1251.478325,848.9776227,5.533473385,10.27820086,1113.278278
10/19/2024,1,2717.174298,14086.16523,287.7511064,1733.311573,90.97047093,39.71945376,39.75879971,682.155761,35.88498266,112.1774428,174.6247884,632.5715549,7.049857919,20.55640172,1125.511979
10/20/2024,1,2501.035481,16025.27093,545.734785,1595.747092,90.97047093,39.71945376,39.75879971,682.155761,35.88498266,112.1774428,552.9787451,857.3009471,7.049857919,20.55640172,966.472263
10/21/2024,1,2655.420409,16014.2114,416.7429457,1595.747092,90.97047093,39.71945376,39.75879971,487.254115,35.88498266,112.1774428,601.485619,848.9776227,7.049857919,23.14030697,1198.914986
10/22/2024,1,3896.675015,12464.09962,416.7429457,1439.84077,90.97047093,39.71945376,39.75879971,487.254115,35.88498266,112.1774428,29.1041669,274.6691556,5.533473385,20.55640172,1431.35771
10/23/2024,1,4322.777362,12545.2029,426.6654216,1820.435654,90.97047093,39.71945376,39.75879971,487.254115,35.88498266,112.1774428,29.1041669,732.4512644,7.049857919,20.55640172,1480.293048
10/24/2024,1,4693.301106,22602.00972,922.7879429,866.6557864,90.97047093,234.5800034,234.8123775,799.096846,35.88498266,112.1774428,29.1041669,1107.000312,7.049857919,20.55640172,1333.487033
10/25/2024,1,10430.24417,33138.06317,1002.167518,1687.456778,90.97047093,234.5800034,234.8123775,584.704938,709.8985492,112.1774428,29.1041669,682.511501,7.049857919,23.14030697,1162.213617
10/26/2024,1,9485.408538,18104.46411,694.5715761,3219.007138,90.97047093,14.38465287,14.39890226,493.7508149,573.3796282,112.1774428,1435.804573,541.0151697,7.049857919,20.55640172,1284.551694
10/27/2024,1,6644.726256,15944.16766,535.812309,4218.6418,90.97047093,14.38465287,14.39890226,454.7706155,2244.371445,112.1774428,516.5985897,149.8196557,5.533473385,20.55640172,1443.591679
10/28/2024,1,6230.97479,15748.78252,109.1470034,3805.948647,90.97047093,14.38465287,14.39890226,942.0247305,513.3112389,112.1774428,516.5985897,940.5340079,33.15774307,20.55640172,1480.293048
10/29/2024,1,6224.799401,15630.81411,2470.69013,4374.548122,90.97047093,14.38465287,14.39890226,851.0706074,147.4404026,112.1774428,516.5985897,907.2408933,33.15774307,41.11280344,1480.293048
10/30/2024,1,4168.392434,16972.70476,2282.163667,4498.356078,90.97047093,14.38465287,14.39890226,1500.742707,147.4404026,112.1774428,516.5985897,1090.353664,5.533473385,20.55640172,1419.124009
10/31/2024,1,5279.963771,18192.94046,2282.163667,4030.637113,90.97047093,14.38465287,14.39890226,2585.695322,21.84296327,112.1774428,669.3954127,1423.28609,127.1049478,20.55640172,1052.108971
11/1/2024,1,5113.871989,17390.13082,1846.834275,4187.711557,228.6512191,18.48945353,18.50776912,2561.30342,9389.723287,320.2833764,3647.175495,3014.283491,752.9575477,257.9604478,1652.133043
11/2/2024,1,4180.814586,15058.88533,1841.134231,4168.41341,228.6512191,18.48945353,18.50776912,870.5553546,80.25407257,320.2833764,514.0964302,2463.992094,828.2534887,25.78163233,1811.227294
11/3/2024,1,6328.042749,13887.72073,1841.134231,5281.27685,228.6512191,18.48945353,18.50776912,913.7233579,80.25407257,320.2833764,3860.573957,344.9589663,527.0702568,25.78163233,1701.085038
11/4/2024,1,5365.079675,15457.89403,820.8152335,5725.135663,228.6512191,18.48945353,18.50776912,1460.518607,80.25407257,320.2833764,1939.986947,2110.819845,439.2253027,25.78163233,1664.371042
11/5/2024,1,5377.041985,16300.24582,649.8120405,5783.030295,228.6512191,18.48945353,18.50776912,1280.651791,1656.151599,320.2833764,1639.288979,1568.741548,514.5209776,51.62068477,1823.465293
11/6/2024,1,4874.626509,15058.88533,552.9102389,5570.75001,228.6512191,18.48945353,18.50776912,1280.651791,809.8363466,320.2833764,1571.38941,1511.248387,489.4224193,51.62068477,1652.133043
11/7/2024,1,5365.079675,12827.39197,376.2070014,4535.079349,228.6512191,18.48945353,18.50776912,561.1845292,569.0741289,320.2833764,1969.086641,1355.195652,527.0702568,103.1839494,1798.989296
11/8/2024,1,5371.06083,13725.16168,376.2070014,1640.347843,228.6512191,18.48945353,18.50776912,561.1845292,306.4245679,320.2833764,1454.99021,1535.888418,602.3661978,128.980511,1823.465293
11/9/2024,1,3373.361131,12949.3113,376.2070014,2045.610268,228.6512191,18.48945353,18.50776912,374.1229114,1043.302623,320.2833764,1183.391936,1379.8355,564.7183603,154.7764983,1554.228785
11/10/2024,1,4180.814586,13462.85034,193.8036032,1788.300781,228.6512191,18.48945353,18.50776912,553.9897269,1043.302623,320.2833764,1270.691442,813.1173546,527.0702568,128.980511,1603.181049
11/11/2024,1,4874.626509,15180.80465,456.0084373,1505.260433,228.6512191,62.57980597,62.6417973,805.8032686,207.9309625,320.2833764,1222.191811,706.3443151,539.619536,128.980511,1578.705051
11/12/2024,1,3983.437089,12413.60514,376.2070014,984.2087446,228.6512191,62.57980597,62.6417973,964.0861635,207.9309625,320.2833764,911.7938737,706.3443151,539.619536,154.7764983,1676.60904
11/13/2024,1,10568.66868,16270.68965,2827.252497,2624.556588,228.6512191,989.8991641,990.8797547,2877.869048,40.12703629,320.2833764,2201.88504,1486.608539,514.5209776,154.7764983,1346.182539
11/14/2024,1,6764.665727,12768.27956,1920.935667,2901.164221,228.6512191,756.6470216,757.3965535,784.219348,40.12703629,320.2833764,1988.486578,1774.074344,840.8027679,154.7764983,1517.514789
11/15/2024,1,4976.305835,12768.27956,1100.120433,1801.166309,228.6512191,216.1849226,216.3990747,23.982188,216.4427872,320.2833764,1115.49258,1831.567323,903.5491637,180.5724857,1199.326287
11/16/2024,1,4976.305835,10895.15527,963.3178557,1518.125864,228.6512191,129.4264515,129.5546609,23.982188,216.4427872,320.2833764,1105.792611,1240.20933,715.3097102,180.5724857,2264.03432
11/17/2024,1,4976.305835,10481.36836,723.9134319,1260.816377,228.6512191,129.4264515,129.5546609,23.982188,216.4427872,320.2833764,1105.792611,1396.262065,652.5633144,206.368473,1737.799302
11/18/2024,1,1519.20874,16521.91736,723.9134319,1286.547336,228.6512191,129.4264515,129.5546609,7.201614717,474.2284941,320.2833764,969.9934736,796.6907893,564.7183603,128.980511,1468.562795
11/19/2024,1,4402.116704,19071.13982,1111.520638,1807.599024,228.6512191,33.42332276,33.45643178,1143.952979,911.9777624,320.2833764,1406.490579,1404.47553,501.9716985,154.7764983,1505.276791
11/20/2024,1,9665.517053,22754.58157,3363.062486,2547.363713,228.6512191,33.42332276,33.45643178,1115.174256,1181.923265,320.2833764,1241.591535,1486.608539,564.7183603,180.5724857,1627.657046
11/21/2024,1,4533.701703,12812.61393,3032.456305,2714.614894,228.6512191,102.4033189,102.5047592,661.9098162,1802.068182,320.2833764,1222.191811,1256.635895,527.0702568,309.5524225,1701.085038
11/22/2024,1,25712.90704,27875.19375,11394.51182,10800.56494,228.6512191,1985.487401,1987.454218,2863.479768,1189.219046,320.2833764,1493.789873,1100.58316,527.0702568,309.5524225,1040.232035
11/23/2024,1,11884.51877,20146.24669,11616.81587,8176.008355,228.6512191,2025.310914,2027.31718,1762.694792,7281.230697,320.2833764,1241.591535,1100.58316,552.1690812,283.7564351,2190.606059
11/24/2024,1,7021.854568,17608.10779,4582.885131,3306.426645,228.6512191,648.5546295,649.1970855,1100.784976,3.652937363,320.2833764,1212.491842,1264.849178,501.9716985,283.7564351,1762.2753
11/25/2024,1,4886.588715,16821.17393,5933.810309,2682.45122,228.6512191,147.915905,148.06243,633.1312554,3.652937363,320.2833764,155.198862,1034.876716,501.9716985,257.9604478,1603.181049
11/26/2024,1,7069.703706,12930.83868,969.0180162,2708.182178,228.6512191,164.9831248,165.1465565,654.715176,3.652937363,320.2833764,824.4943673,1067.729847,439.2253027,283.7564351,1603.181049
11/27/2024,1,7087.647068,15694.3437,2895.653844,2444.439976,228.6512191,214.2884726,214.500746,1151.147619,3.652937363,320.2833764,523.796399,1190.929451,476.8731402,283.7564351,1590.94305
11/28/2024,1,8672.648307,18424.59789,1487.72764,3538.005173,228.6512191,214.2884726,214.500746,251.8135417,284.5370644,320.2833764,1109.025863,550.2915799,476.8731402,283.7564351,1541.990787
11/29/2024,1,10514.83849,17800.22308,5437.901096,6374.842047,228.6512191,214.2884726,214.500746,2654.834229,29.18328455,320.2833764,1109.025863,1158.076321,389.028186,257.9604478,1676.60904
11/30/2024,1,19259.26045,32005.67307,5791.307687,10376.00428,228.6512191,477.882293,478.3556816,2654.834229,3553.065415,320.2833764,1109.025863,919.8903941,439.2253027,257.9604478,1505.276791
12/1/2024,1,16523.13195,26747.83745,7601.385015,7564.573845,2619.692511,1424.010339,1425.420959,1879.854196,5295.175276,1808.446432,2454.12726,1016.761869,401.1268064,261.5693021,1761.448669
12/2/2024,1,22364.00299,22031.53832,11370.44896,30356.74968,2619.692511,1474.417718,1475.878271,4516.055869,3626.124322,1808.446432,4791.852977,3834.873266,1069.67175,496.9814443,4036.652842
12/3/2024,1,71133.81387,54119.34821,44770.1545,39648.37644,2619.692511,5777.953468,5783.677088,14091.56285,24917.60331,1808.446432,6518.472137,5147.856937,5032.318938,1830.983966,3853.16883
12/4/2024,1,81801.4482,81870.96767,59651.36799,48447.73151,2619.692511,6370.240889,6376.551228,7864.54606,37221.31623,1808.446432,3928.543397,3602.699238,2042.10042,863.1782375,2813.42466
12/5/2024,1,52348.4414,62252.93461,25371.33567,26316.02011,2619.692511,9085.942079,9094.942581,7857.202845,10841.4469,1808.446432,2716.030039,2249.685594,1434.332434,601.6089354,2238.507639
12/6/2024,1,73439.93411,104699.627,21407.22922,23801.33262,2619.692511,2778.710378,2781.462958,3201.626559,7473.803942,1808.446432,2095.223301,1921.43963,1179.069849,523.13803,2250.739728
12/7/2024,1,42563.27586,55422.0506,12677.76071,15354.77214,2619.692511,2136.01544,2138.131369,1990.001758,8566.810866,1808.446432,2104.92327,1585.187672,972.4286698,392.3539531,1969.397396
12/8/2024,1,25874.37627,48938.06188,8428.997686,8770.63932,2619.692511,2236.830335,2239.046131,2489.338041,5627.508462,1808.446432,7847.386825,1641.229635,899.4966925,470.8242844,2103.952518
12/9/2024,1,23382.98638,44092.59961,10142.20859,8056.845436,2619.692511,1134.167464,1135.290967,2349.817623,3315.946682,1808.446432,1532.617015,1537.151704,838.7197344,392.3539531,1798.145472
12/10/2024,1,22729.66696,60363.46259,8186.512418,16486.99691,2619.692511,850.6257021,851.4683289,2973.988059,2163.858302,1808.446432,1503.516682,1192.893751,753.6322058,392.3539531,1932.700593
12/11/2024,1,146265.5528,514766.7076,24759.8511,29068.63891,2619.692511,1871.376462,1873.230241,4963.989817,3308.5615,1808.446432,1872.120823,1793.343716,765.7877571,392.3539531,2226.275282
12/12/2024,1,107802.588,248177.7137,66620.18284,32600.68778,2619.692511,5966.981309,5972.89218,13650.97196,14947.60788,1808.446432,10029.91112,5299.971019,2321.673842,1438.630587,3388.341948
12/13/2024,1,51178.31694,116010.6261,25355.52142,12376.5289,2619.692511,2898.428057,2901.29923,3532.06973,11454.417,1808.446432,4888.854156,4307.227133,3136.08274,2720.319364,3082.534903
12/14/2024,1,40486.30499,81487.16871,12746.28918,15231.70424,2619.692511,869.5284862,870.3898381,2548.083591,5753.056555,1808.446432,3268.936144,2906.177521,1689.59502,1464.787173,2642.172735
12/15/2024,1,31617.73702,67758.97395,14327.7146,10477.18089,2619.692511,1449.214098,1450.649684,2217.64042,5945.071285,1808.446432,2803.331037,2802.099408,1361.400191,1046.276634,2226.275282
12/16/2024,1,48881.94774,96495.92349,11887.048,14025.63877,2619.692511,1140.468439,1141.598183,3106.165263,5753.056555,1808.446432,4093.44521,3274.453458,1385.711027,837.0210776,2336.36569
12/17/2024,1,39501.45027,130189.0465,15993.48274,13521.06042,2619.692511,2205.325741,2207.510328,4325.133115,5753.056555,1808.446432,4607.551013,3514.633297,1665.284184,967.8057286,2495.385525
12/18/2024,1,34226.13941,131986.2592,14032.51522,14181.52476,2619.692511,951.440597,952.3830908,2805.094785,5568.427007,1808.446432,3462.93829,2690.015483,1482.953841,1255.532191,2299.668887
12/19/2024,1,52202.17586,214831.4858,16357.21058,17565.89214,2619.692511,1468.116882,1469.571193,2797.751733,8559.425684,1808.446432,2560.828408,2481.859439,1446.48772,941.649143,2177.346123
12/20/2024,1,59491.07587,183522.345,22535.31272,19284.74056,2619.692511,2929.932789,2932.83517,4699.635247,4689.590359,1808.446432,3162.234996,2473.853444,1142.603727,784.707332,1908.235879
12/21/2024,1,55361.51174,181230.6221,22946.48333,19096.03646,2619.692511,4851.716629,4856.522723,4927.273909,10678.9729,1808.446432,2376.526231,2001.499577,1142.603727,706.2370008,2336.36569
12/22/2024,1,56307.36236,115785.5132,25197.37888,19194.49076,2619.692511,5374.693888,5380.018041,5801.112324,9829.676974,1808.446432,3589.039802,2762.069434,1361.400191,706.2370008,2336.36569
12/23/2024,1,40588.69091,90547.03915,20094.64601,15916.78227,2619.692511,4631.184055,4635.77169,5081.480755,7126.700392,1808.446432,3288.336508,2882.159537,1519.419963,706.2370008,2385.294849
12/24/2024,1,41139.62452,73176.44436,18033.52152,15399.89708,2619.692511,3667.141648,3670.774306,4941.960337,11919.68346,1808.446432,3753.941615,3154.363355,1568.04137,758.5507463,1920.468236
12/25/2024,1,28638.79525,66939.71077,16768.38119,13303.64038,2619.692511,3244.979284,3248.193749,3164.910651,6890.37457,1808.446432,3220.435661,3058.291419,1774.682549,837.0210776,3058.070457
12/26/2024,1,30935.16445,57544.01618,12213.87588,10907.91853,2619.692511,2860.622488,2863.456211,3201.626559,10435.26189,1808.446432,2425.026927,2353.763524,1531.575248,1150.904125,2324.133601
12/27/2024,1,28058.6086,52355.34906,11333.54911,9287.52451,2619.692511,1203.477765,1204.669926,2180.924512,3212.554135,1808.446432,2046.722605,2233.673605,1227.691256,889.3353974,2079.487803
12/28/2024,1,25503.83688,45015.19331,9804.837796,8545.014777,2619.692511,1581.533587,1583.100248,1975.315492,4401.568264,1808.446432,2289.225447,2073.553529,1130.448442,837.0210776,1626.893548
12/29/2024,1,21174.37654,42771.44538,8534.426009,7109.222604,2619.692511,1348.399203,1349.734922,2195.61094,3212.554135,1808.446432,2211.624418,2097.571513,1045.360913,758.5507463,1957.165039
12/30/2024,1,21720.43462,42025.98964,7553.942252,6674.382616,2619.692511,1487.019666,1488.492702,1674.245014,3995.383418,1808.446432,1067.011908,1921.43963,1045.360913,653.922681,2189.57848
12/31/2024,1,20745.33095,38424.18373,9024.667887,6083.656726,2619.692511,1367.301987,1368.656431,1196.938373,2784.213584,1808.446432,1164.012874,1761.319737,802.2536127,601.6089354,1957.165039
1/1/2025,1,16018.97071,29428.124,8584.746035,6225.290348,707.0243411,1538.382733,1537.976138,2176.880774,2731.600191,1224.471334,3303.205252,2477.569689,487.3200289,607.6300653,1815.084868
1/2/2025,1,15810.20369,30877.01368,6751.882891,5508.408858,707.0243411,1714.462728,1714.009595,1926.893452,1566.022086,1224.471334,2977.39282,2156.547093,589.5970753,499.4219928,1318.808564
1/3/2025,1,17779.46833,41496.98343,6456.867267,6001.110878,707.0243411,1309.015455,1308.669482,2196.79128,2958.041718,1224.471334,3374.924973,2210.913809,520.4096499,474.4508428,565.2036127
1/4/2025,1,32430.54791,68837.92309,7496.745086,10460.06437,707.0243411,1040.261826,1039.986885,1411.432855,3935.315761,1224.471334,2799.118083,1985.680222,562.523689,424.5086344,1934.558897
1/5/2025,1,30455.05143,74872.3528,8727.023112,11105.50409,707.0243411,1707.51216,1707.060864,1940.167155,2884.150259,1224.471334,2696.661366,1980.502406,559.5155716,424.5086344,1346.379447
1/6/2025,1,26236.08892,66637.1772,9078.531113,10134.88106,707.0243411,2184.781515,2184.204077,1840.614677,3186.866872,1224.471334,2270.441343,2078.880323,418.1326035,424.5086344,1429.092198
1/7/2025,1,34645.97067,77507.76566,10578.71706,11955.41509,707.0243411,1946.146863,1945.632496,2564.029334,297.9494104,1224.471334,1051.206143,2273.047191,896.4281483,557.6878569,1180.953946
1/8/2025,1,32629.96711,99898.98495,10271.14752,13076.31222,707.0243411,1786.28481,1785.812694,2227.763188,3749.395326,1224.471334,1434.394361,2311.880576,472.2792441,557.6878569,1691.015792
1/9/2025,1,27744.19666,72765.58894,9116.192683,10373.84154,707.0243411,1561.551192,1561.138474,2128.210709,3332.266162,1224.471334,1446.689169,2187.613755,565.5318724,516.0693956,1291.23758
1/10/2025,1,23011.10649,56917.86861,7624.37598,8698.654595,707.0243411,1478.144881,1477.754208,1791.944563,2884.150259,1224.471334,7891.217998,2042.635845,538.4585521,470.2889693,1378.545478
1/11/2025,1,24042.47766,51889.82985,7057.360074,7851.207083,707.0243411,1373.887018,1373.5239,1491.074876,2917.520625,1224.471334,2637.236453,1851.057828,565.5318724,424.5086344,1327.998859
1/12/2025,1,20194.31028,38148.87346,6676.559751,7595.002005,707.0243411,2228.801526,2228.212454,1776.458609,2946.123737,1224.471334,2590.106349,1848.46892,715.9392585,424.5086344,1203.929783
1/13/2025,1,22091.9086,38736.26117,6779.082901,7666.443778,707.0243411,864.1818816,863.9534781,1701.241187,3968.686127,1224.471334,2989.687628,2065.935842,448.2141072,457.80344,1429.092198
1/14/2025,1,17726.49758,34612.79953,7048.990826,7287.063236,707.0243411,1380.837536,1380.47258,1955.653061,3744.628176,1224.471334,2770.430213,2159.135943,670.8170361,511.907522,1332.594006
1/15/2025,1,18860.69433,37635.88819,6944.375364,7215.621408,707.0243411,1392.421715,1392.053697,1809.642769,2731.600191,1224.471334,2831.904253,2091.824746,667.8089187,466.1271872,1346.379447
1/16/2025,1,18175.19081,32619.59721,6230.897803,6831.313845,707.0243411,1450.342761,1449.959435,1845.039228,2931.822181,1224.471334,2694.612238,1993.446887,484.3118455,470.2889693,1401.521214
1/17/2025,1,16854.0386,35971.62304,6065.605385,6488.885931,707.0243411,1297.431225,1297.088314,1840.614677,2726.832988,1224.471334,2590.106349,1933.902356,595.61331,453.6416579,1254.476402
1/18/2025,1,17190.55849,36077.35284,6122.097717,6156.312058,707.0243411,1369.253306,1368.891412,1358.338239,2946.123737,1224.471334,2567.56586,1952.024595,818.2163049,436.9942551,1314.213417
1/19/2025,1,15744.76926,34702.8656,5268.435435,6089.797251,707.0243411,1353.035415,1352.677808,1643.721971,2953.274515,1224.471334,2782.725021,1962.380168,394.0674006,436.9942551,1373.950331
1/20/2025,1,15467.45196,30085.99828,5437.912477,5619.266798,707.0243411,1322.916489,1322.566842,1736.637647,1990.302028,1224.471334,2493.797013,1902.835636,550.4910875,407.8612316,1387.735772
1/21/2025,1,2086.631139,33825.69999,5730.835834,5764.613936,707.0243411,1408.639606,1408.267302,1550.806344,3456.213118,1224.471334,2315.522276,1983.091314,595.61331,416.1849787,1387.735772
1/22/2025,1,2086.631139,28543.12658,6004.928383,5436.967031,707.0243411,1549.966963,1549.557306,2013.172277,2247.730346,1224.471334,2270.441343,1656.890903,661.792618,403.6994495,1112.026737
1/23/2025,1,2086.631139,26087.84594,4929.481261,5367.988794,707.0243411,1037.94497,1037.670641,1322.941779,2774.504911,1224.471334,2243.802555,1765.624392,580.5725912,374.566426,1282.047285
1/24/2025,1,14526.44257,26765.29972,4910.650498,5234.959234,707.0243411,1244.143891,1243.815063,1860.525134,2998.562862,1224.471334,2309.374894,1700.902046,595.61331,362.0808967,1282.047285
1/25/2025,1,13616.59249,26792.71123,4971.327455,5161.053923,707.0243411,1200.123879,1199.806686,1566.292298,2166.688109,1224.471334,2399.536804,1962.380168,532.4422514,349.5953675,1282.047285
1/26/2025,1,13632.17209,23315.37599,5019.450584,4978.754156,707.0243411,1216.34177,1216.020291,1710.09029,2657.708732,1224.471334,1254.070496,1866.591159,631.7111143,349.5953675,1240.690961
1/27/2025,1,13320.57961,21795.99976,5111.51222,4670.815387,707.0243411,1285.847046,1285.507197,1581.778204,2540.912554,1224.471334,2495.84614,1889.891213,589.5970753,341.2717118,1300.427874
1/28/2025,1,13114.92851,26228.81898,4872.988929,4646.180283,707.0243411,1098.182872,1097.892622,1694.604385,2562.364887,1224.471334,2292.981787,1809.635535,571.5481731,324.624309,1194.739387
1/29/2025,1,13211.52219,27129.48014,5203.57381,4495.906178,707.0243411,1153.787063,1153.482116,1650.358823,2512.30939,1224.471334,2192.574196,1429.068408,649.7600165,320.4624355,1194.739387
1/30/2025,1,9980.307924,25269.41904,3983.757389,4441.70895,707.0243411,1255.72807,1255.39618,1610.537812,1740.02454,1224.471334,2034.790821,2236.802713,523.4177672,307.9769062,1213.120077
1/31/2025,1,11195.5187,23526.83551,4866.711993,4478.661578,707.0243411,1251.094408,1250.763744,1482.225725,2509.925814,1224.471334,1909.793615,2021.924699,460.2466426,287.1676298,1125.812179
2/1/2025,1,10301.88771,24536.26631,4913.425224,4795.878306,480.1352678,943.0701398,942.8208862,1393.088546,2734.001407,1138.771282,2260.187157,1736.791912,737.0410826,308.3113817,1309.152196
2/2/2025,1,8487.07526,24759.5013,4395.236807,4152.034196,480.1352678,1061.24354,1060.963053,1985.704002,2331.171234,1138.771282,1981.505865,1532.756225,249.6914483,287.4795143,1134.598557
2/3/2025,1,10035.32026,22213.83922,3752.18368,4093.73334,480.1352678,1056.609268,1056.330006,1169.752146,2257.279304,1138.771282,2364.692642,1435.714836,496.374581,279.1468039,1143.785622
2/4/2025,1,8707.868446,26651.12404,4112.210223,3880.80852,480.1352678,718.3089435,718.1190943,1421.83485,1873.517994,1138.771282,1924.130305,1505.38555,517.4329222,270.8140935,1093.256863
2/5/2025,1,9311.010884,23467.08826,4923.830628,3822.507664,480.1352678,1742.47846,1742.017923,1532.39741,2076.124868,1138.771282,1958.965466,1577.544549,336.9330626,283.3131591,1212.688311
2/6/2025,1,9631.430255,24892.65903,3127.86027,3888.41297,480.1352678,368.4229647,368.3255904,1607.57997,1868.750739,1138.771282,1944.621576,1560.126842,514.4246066,274.9804487,1157.56612
2/7/2025,1,8382.063871,23568.91475,4420.209748,4184.986849,480.1352678,1012.583863,1012.316236,1762.367602,2173.852916,1138.771282,2151.583418,1545.19742,589.6328264,274.9804487,1134.598557
2/8/2025,1,8874.809653,21884.86136,5150.668149,4329.471563,480.1352678,1230.393677,1230.068483,1930.422722,3430.015725,1138.771282,2034.783171,2042.8455,327.9080497,274.9804487,1185.127215
2/9/2025,1,10396.12869,21681.20838,4778.155157,4628.580241,480.1352678,1290.638957,1290.297841,2060.886563,2228.675983,1138.771282,4512.177806,2124.957466,610.6911676,229.1503587,1276.997568
2/10/2025,1,9690.667502,23263.43528,5458.667674,5637.438389,480.1352678,1531.620029,1531.215222,2248.842963,2757.837525,1138.771282,2797.058471,1985.615981,667.8494279,279.1468039,1304.558664
2/11/2025,1,14927.77453,24301.28218,6694.828044,6539.834073,480.1352678,1751.746953,1751.283966,2828.190932,3012.883891,1138.771282,3243.768145,2649.976221,517.4329222,304.1450265,1391.835483
2/12/2025,1,12703.68693,20956.6738,7464.826925,6778.107095,480.1352678,1893.091611,1892.591267,3102.386148,4338.171427,1138.771282,3278.603306,2281.716602,917.5409423,312.4777369,1373.461453
2/13/2025,1,13686.48592,26882.19188,7113.12474,6714.736642,480.1352678,1839.797713,1839.311454,3215.159989,3325.136899,1138.771282,3856.457163,2172.234018,628.7411272,308.3113817,1538.828027
2/14/2025,1,58854.85134,24732.08653,6948.719551,6712.201789,480.1352678,1999.679408,1999.150892,2996.246052,4524.093065,1138.771282,3571.628489,2144.863401,1125.115708,333.3096043,1373.461453
2/15/2025,1,14483.49553,26400.47429,7100.638247,6618.413481,480.1352678,1927.848473,1927.338942,2872.415956,4269.0467,1138.771282,3290.898069,1614.868134,457.2662803,312.4777369,1681.227038
2/16/2025,1,15172.80111,38964.29587,6026.801975,5695.739191,480.1352678,1876.871736,1876.375678,2197.984195,3983.013438,1138.771282,2708.946003,1408.344162,767.1243705,333.3096043,1373.461453
